id,"partid","session","color",type,number_of_clicks,exploded,trial,payoff
3836,"p2me0e8isk","q9to4g9pe5k1m5jebo28ugq6e4","blue",64,22,0,21,22.0000
3837,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,22,0,6,22.0000
3838,"paomarumjs","i3k36f8vl0p6rvd7b1ipf924a2","blue",64,28,0,25,28.0000
3839,"pj09e7mhg0","bveitdo7bheb6vm8ciqpvlics5","blue",64,27,1,20,0.0000
3840,"p2me0e8isk","q9to4g9pe5k1m5jebo28ugq6e4","blue",64,26,0,22,26.0000
3841,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,20,0,7,20.0000
3842,"paomarumjs","i3k36f8vl0p6rvd7b1ipf924a2","blue",64,19,1,26,0.0000
3843,"pj09e7mhg0","bveitdo7bheb6vm8ciqpvlics5","blue",64,28,0,21,28.0000
3844,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,19,0,8,19.0000
3845,"paomarumjs","i3k36f8vl0p6rvd7b1ipf924a2","blue",64,14,1,27,0.0000
3846,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,19,0,9,19.0000
3847,"pj09e7mhg0","bveitdo7bheb6vm8ciqpvlics5","blue",64,28,1,22,0.0000
3848,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,5,1,10,0.0000
3849,"p2me0e8isk","q9to4g9pe5k1m5jebo28ugq6e4","blue",64,9,1,23,0.0000
3850,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,22,0,11,22.0000
3851,"paomarumjs","i3k36f8vl0p6rvd7b1ipf924a2","blue",64,30,0,28,30.0000
3852,"p2me0e8isk","q9to4g9pe5k1m5jebo28ugq6e4","blue",64,22,0,24,22.0000
3853,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,19,0,12,19.0000
3854,"p2me0e8isk","q9to4g9pe5k1m5jebo28ugq6e4","blue",64,8,1,25,0.0000
3855,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,12,0,1,12.0000
3856,"paomarumjs","i3k36f8vl0p6rvd7b1ipf924a2","blue",64,12,0,29,12.0000
3857,"pj09e7mhg0","bveitdo7bheb6vm8ciqpvlics5","blue",64,29,0,23,29.0000
3858,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,22,0,13,22.0000
3859,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,12,1,2,0.0000
3860,"paomarumjs","i3k36f8vl0p6rvd7b1ipf924a2","blue",64,5,1,30,0.0000
3861,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,23,0,14,23.0000
3862,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,1,1,15,0.0000
3863,"pj09e7mhg0","bveitdo7bheb6vm8ciqpvlics5","blue",64,23,0,24,23.0000
3864,"p2me0e8isk","q9to4g9pe5k1m5jebo28ugq6e4","blue",64,26,0,26,26.0000
3865,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,15,0,3,15.0000
3866,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,26,0,16,26.0000
3867,"p2me0e8isk","q9to4g9pe5k1m5jebo28ugq6e4","blue",64,18,0,27,18.0000
3868,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,14,0,4,14.0000
3869,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,28,1,17,0.0000
3870,"pj09e7mhg0","bveitdo7bheb6vm8ciqpvlics5","blue",64,27,0,25,27.0000
3871,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,10,0,5,10.0000
3872,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,16,0,18,16.0000
3873,"p2me0e8isk","q9to4g9pe5k1m5jebo28ugq6e4","blue",64,27,0,28,27.0000
3874,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,7,1,6,0.0000
3875,"pj09e7mhg0","bveitdo7bheb6vm8ciqpvlics5","blue",64,27,0,26,27.0000
3876,"p2me0e8isk","q9to4g9pe5k1m5jebo28ugq6e4","blue",64,27,1,29,0.0000
3877,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,22,0,19,22.0000
3878,"p2me0e8isk","q9to4g9pe5k1m5jebo28ugq6e4","blue",64,5,1,30,0.0000
3879,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,10,1,7,0.0000
3880,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,5,1,20,0.0000
3881,"pj09e7mhg0","bveitdo7bheb6vm8ciqpvlics5","blue",64,22,0,27,22.0000
3882,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,24,0,21,24.0000
3883,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,15,0,8,15.0000
3884,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,24,0,22,24.0000
3885,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,13,1,23,0.0000
3886,"pj09e7mhg0","bveitdo7bheb6vm8ciqpvlics5","blue",64,26,0,28,26.0000
3887,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,22,0,9,22.0000
3888,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,26,0,24,26.0000
3889,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,15,0,10,15.0000
3890,"pj09e7mhg0","bveitdo7bheb6vm8ciqpvlics5","blue",64,31,0,30,31.0000
3891,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,26,0,25,26.0000
3892,"pj09e7mhg0","bveitdo7bheb6vm8ciqpvlics5","blue",64,22,1,30,0.0000
3893,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,15,0,11,15.0000
3894,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,19,1,26,0.0000
3895,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,14,1,27,0.0000
3896,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,15,0,12,15.0000
3897,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,21,1,1,0.0000
3898,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,22,0,28,22.0000
3899,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,12,1,2,0.0000
3900,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,15,0,13,15.0000
3901,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,23,1,29,0.0000
3902,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,10,0,3,10.0000
3903,"pjh96rd0hv","008avand6jfq9a18jrhvdjt4s7","blue",64,5,1,30,0.0000
3904,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,10,0,14,10.0000
3905,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,15,0,4,15.0000
3906,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,13,1,15,0.0000
3907,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,13,0,1,13.0000
3908,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,20,0,5,20.0000
3909,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,12,0,16,12.0000
3910,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,23,0,2,23.0000
3911,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,7,1,6,0.0000
3912,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,4,1,17,0.0000
3913,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,10,1,7,0.0000
3914,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,15,0,18,15.0000
3915,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,15,0,8,15.0000
3916,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,15,0,19,15.0000
3917,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,20,0,9,20.0000
3918,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,32,0,3,32.0000
3919,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,20,0,10,20.0000
3920,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,20,0,20,20.0000
3921,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,15,0,11,15.0000
3922,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,22,1,4,0.0000
3923,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,15,0,21,15.0000
3924,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,15,0,12,15.0000
3925,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,25,0,5,25.0000
3926,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,25,0,13,25.0000
3927,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,20,0,22,20.0000
3928,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,9,1,23,0.0000
3929,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,25,0,14,25.0000
3930,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,27,0,6,27.0000
3931,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,13,1,15,0.0000
3932,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,29,0,7,29.0000
3933,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,20,0,16,20.0000
3934,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,4,1,17,0.0000
3935,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,22,1,8,0.0000
3936,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,15,0,24,15.0000
3937,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,17,0,1,17.0000
3938,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,18,1,9,0.0000
3939,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,30,0,18,30.0000
3940,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,8,1,25,0.0000
3941,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,18,0,2,18.0000
3942,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,22,0,3,22.0000
3943,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,28,0,10,28.0000
3944,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,22,1,4,0.0000
3945,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,26,1,11,0.0000
3946,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,53,1,19,0.0000
3947,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,17,0,5,17.0000
3948,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,25,0,26,25.0000
3949,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,12,1,12,0.0000
3950,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,19,0,6,19.0000
3951,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,30,0,20,30.0000
3952,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,4,1,13,0.0000
3953,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,18,0,7,18.0000
3954,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,20,0,27,20.0000
3955,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,45,0,21,45.0000
3956,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,24,0,14,24.0000
3957,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,20,0,8,20.0000
3958,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,19,0,1,19.0000
3959,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,18,1,9,0.0000
3960,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,25,0,22,25.0000
3961,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,15,0,28,15.0000
3962,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,9,1,23,0.0000
3963,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,17,0,10,17.0000
3964,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,24,0,2,24.0000
3965,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,24,0,15,24.0000
3966,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,18,0,11,18.0000
3967,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,15,0,29,15.0000
3968,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,22,0,3,22.0000
3969,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,25,0,24,25.0000
3970,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,12,1,12,0.0000
3971,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,22,1,16,0.0000
3972,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,8,1,25,0.0000
3973,"pfghnipkmd","r5j2u73dvoqkhpij7o153ik0u4","blue",64,5,1,30,0.0000
3974,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,4,1,13,0.0000
3975,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,26,1,4,0.0000
3976,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,15,0,14,15.0000
3977,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,27,0,17,27.0000
3978,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,19,0,5,19.0000
3979,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,17,0,15,17.0000
3980,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,30,0,26,30.0000
3981,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,19,0,6,19.0000
3982,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,19,0,16,19.0000
3983,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,15,0,27,15.0000
3984,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,21,0,7,21.0000
3985,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,20,0,18,20.0000
3986,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,17,0,17,17.0000
3987,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,19,0,8,19.0000
3988,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,17,0,18,17.0000
3989,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,34,0,28,34.0000
3990,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,16,0,19,16.0000
3991,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,18,1,9,0.0000
3992,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,16,0,20,16.0000
3993,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,27,1,29,0.0000
3994,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,21,0,10,21.0000
3995,"ps4phe4v84","7g1f7s4ch24njcl7u68cgkemf6","blue",64,5,1,30,0.0000
3996,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,19,0,21,19.0000
3997,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,16,0,22,16.0000
3998,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,20,0,12,20.0000
3999,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,27,0,19,27.0000
4000,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,20,0,12,20.0000
4001,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,17,0,23,17.0000
4002,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,21,0,13,21.0000
4003,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,19,0,20,19.0000
4004,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,19,1,24,0.0000
4005,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,23,0,14,23.0000
4006,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,16,0,25,16.0000
4007,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,22,0,15,22.0000
4008,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,16,0,26,16.0000
4009,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,25,0,21,25.0000
4010,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,25,0,16,25.0000
4011,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,16,0,27,16.0000
4012,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,22,0,17,22.0000
4013,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,29,0,22,29.0000
4014,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,17,0,28,17.0000
4015,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,22,0,18,22.0000
4016,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,14,0,29,14.0000
4017,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,22,0,19,22.0000
4018,"pt84g92e6n","ebvtp71jisqurnt9fc32klhsf7","blue",64,13,0,30,13.0000
4019,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,29,0,23,29.0000
4020,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,25,0,20,25.0000
4021,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,19,1,24,0.0000
4022,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,23,0,21,23.0000
4023,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,24,0,22,24.0000
4024,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,20,0,25,20.0000
4025,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,24,0,23,24.0000
4026,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,23,0,24,23.0000
4027,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,27,0,26,27.0000
4028,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,22,0,25,22.0000
4029,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,24,0,26,24.0000
4030,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,24,0,27,24.0000
4031,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,26,0,27,26.0000
4032,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,30,0,28,30.0000
4033,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,28,1,28,0.0000
4034,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,32,1,29,0.0000
4035,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,25,0,29,25.0000
4036,"p3cg7q7aje","fjb6qgk97tvjeuiup99uqeiqp6","blue",64,22,1,30,0.0000
4037,"p3dhe9nm4p","lfomqokfobm3vt1ve32kjsa577","blue",64,18,0,30,18.0000
4038,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,15,0,1,15.0000
4039,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,15,0,2,15.0000
4040,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,15,0,3,15.0000
4041,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,20,0,4,20.0000
4042,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,14,1,5,0.0000
4043,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,20,0,6,20.0000
4044,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,20,0,7,20.0000
4045,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,20,0,8,20.0000
4046,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,20,0,9,20.0000
4047,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,5,1,10,0.0000
4048,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,20,0,11,20.0000
4049,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,20,0,12,20.0000
4050,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,20,0,13,20.0000
4051,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,15,0,1,15.0000
4052,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,20,0,14,20.0000
4053,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,1,1,15,0.0000
4054,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,17,0,2,17.0000
4055,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,15,0,3,15.0000
4056,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,20,0,16,20.0000
4057,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,17,0,4,17.0000
4058,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,20,0,17,20.0000
4059,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,15,0,5,15.0000
4060,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,20,0,6,20.0000
4061,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,25,0,18,25.0000
4062,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,15,0,7,15.0000
4063,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,17,0,8,17.0000
4064,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,18,1,9,0.0000
4065,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,20,0,19,20.0000
4066,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,5,1,20,0.0000
4067,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,13,0,10,13.0000
4068,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,16,0,12,16.0000
4069,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,20,0,21,20.0000
4070,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,12,1,12,0.0000
4071,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,4,1,13,0.0000
4072,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,20,0,22,20.0000
4073,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,12,0,14,12.0000
4074,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,14,0,15,14.0000
4075,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,13,1,23,0.0000
4076,"pdnlfv0hlq","7qtahsqvovjhur0pd215akgq54","blue",64,23,0,1,23.0000
4077,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,14,0,16,14.0000
4078,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,25,0,24,25.0000
4079,"pdnlfv0hlq","7qtahsqvovjhur0pd215akgq54","blue",64,15,0,2,15.0000
4080,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,12,0,17,12.0000
4081,"pdnlfv0hlq","7qtahsqvovjhur0pd215akgq54","blue",64,18,0,3,18.0000
4082,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,17,0,18,17.0000
4083,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,20,0,25,20.0000
4084,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,15,0,19,15.0000
4085,"pdnlfv0hlq","7qtahsqvovjhur0pd215akgq54","blue",64,16,0,4,16.0000
4086,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,19,1,26,0.0000
4087,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,15,0,20,15.0000
4088,"pdnlfv0hlq","7qtahsqvovjhur0pd215akgq54","blue",64,17,0,5,17.0000
4089,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,16,0,21,16.0000
4090,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,14,1,27,0.0000
4091,"pdnlfv0hlq","7qtahsqvovjhur0pd215akgq54","blue",64,20,0,6,20.0000
4092,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,16,0,22,16.0000
4093,"pdnlfv0hlq","7qtahsqvovjhur0pd215akgq54","blue",64,8,0,7,8.0000
4094,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,16,0,23,16.0000
4095,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,25,0,28,25.0000
4096,"peb1ig0cu1","7et9h4ca7jh4qt80ak1rki89p7","blue",64,37,0,1,37.0000
4097,"pdnlfv0hlq","7qtahsqvovjhur0pd215akgq54","blue",64,16,0,8,16.0000
4098,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,16,0,24,16.0000
4099,"pdnlfv0hlq","7qtahsqvovjhur0pd215akgq54","blue",64,13,0,9,13.0000
4100,"peb1ig0cu1","7et9h4ca7jh4qt80ak1rki89p7","blue",64,29,1,2,0.0000
4101,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,15,0,25,15.0000
4102,"peb1ig0cu1","7et9h4ca7jh4qt80ak1rki89p7","blue",64,26,1,3,0.0000
4103,"pmo1m98t8t","n88mifk99fpfmdnpv2ovve9ku1","blue",64,23,1,29,0.0000
4104,"pqb4420cef","ooqo6qagosljeedt6fspd5ifs3","blue",64,14,0,26,14.0000
